"Dataset Name","Dataset Code","Country Name","Country Code","Indicator Name","Indicator Code","Metadata Attribute","Metadata Value","Frequency"
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Indicator Mobile","17",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Indicator Name","Gross Domestic Product, Real, Percent change, Previous period, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Indicator SDMX Code","NGDP_R_PC_PP_PT",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Indicator SDMX Name","Gross Domestic Product, Real, Percent change, Previous period, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Indicator Short Name","Gross Domestic Product, Real, Percent change, Previous period, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Indicator Sort Order","1",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Indicator Source Code","NGDP_R|PCOPP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Indicator Source Code - Collection","NGDP_R|PCOPP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Indicator Source Code - Dissemination","NGDP_RPCH",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Indicator Source Code - EDD","NGDP_R|PCOPP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Indicator Topic","Real Sector",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Indicator Unit","Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross National Saving, Nominal, Percent of GDP, Percent","NGS_GDP_PT","Indicator Alternate Publication Codes","E-Library Concept: NGS, Unit: PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross National Saving, Nominal, Percent of GDP, Percent","NGS_GDP_PT","Indicator Code","NGS_GDP_PT",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross National Saving, Nominal, Percent of GDP, Percent","NGS_GDP_PT","Indicator Concept","Gross National Saving, Nominal",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross National Saving, Nominal, Percent of GDP, Percent","NGS_GDP_PT","Indicator CTS Code","NGS",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross National Saving, Nominal, Percent of GDP, Percent","NGS_GDP_PT","Indicator Definition","",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross National Saving, Nominal, Percent of GDP, Percent","NGS_GDP_PT","Indicator Dissemination Name","Gross Savings % of GDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross National Saving, Nominal, Percent of GDP, Percent","NGS_GDP_PT","Indicator Full Name","National Accounts, Gross National Saving, Nominal, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross National Saving, Nominal, Percent of GDP, Percent","NGS_GDP_PT","Indicator Key Indicator","Other Indicator",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross National Saving, Nominal, Percent of GDP, Percent","NGS_GDP_PT","Indicator Mobile","18",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross National Saving, Nominal, Percent of GDP, Percent","NGS_GDP_PT","Indicator Name","Gross National Saving, Nominal, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross National Saving, Nominal, Percent of GDP, Percent","NGS_GDP_PT","Indicator SDMX Code","NGS_GDP_PT",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross National Saving, Nominal, Percent of GDP, Percent","NGS_GDP_PT","Indicator SDMX Name","Gross National Saving, Nominal, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross National Saving, Nominal, Percent of GDP, Percent","NGS_GDP_PT","Indicator Short Name","Gross National Saving, Nominal, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross National Saving, Nominal, Percent of GDP, Percent","NGS_GDP_PT","Indicator Sort Order","7",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross National Saving, Nominal, Percent of GDP, Percent","NGS_GDP_PT","Indicator Source Code","NGS|PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross National Saving, Nominal, Percent of GDP, Percent","NGS_GDP_PT","Indicator Source Code - Collection","NGS|PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross National Saving, Nominal, Percent of GDP, Percent","NGS_GDP_PT","Indicator Source Code - Dissemination","NGS_GDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross National Saving, Nominal, Percent of GDP, Percent","NGS_GDP_PT","Indicator Source Code - EDD","NGS|PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross National Saving, Nominal, Percent of GDP, Percent","NGS_GDP_PT","Indicator Topic","Real Sector",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross National Saving, Nominal, Percent of GDP, Percent","NGS_GDP_PT","Indicator Unit","Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending (+) / net borrowing (-) (balance from financial account), Direct investment, Percent of GDP, Percent","BFD_BP6_GDP_PT","Indicator Alternate Publication Codes","E-Library Concept: BFD_BP6, Unit: PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending (+) / net borrowing (-) (balance from financial account), Direct investment, Percent of GDP, Percent","BFD_BP6_GDP_PT","Indicator Code","BFD_BP6_GDP_PT",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending (+) / net borrowing (-) (balance from financial account), Direct investment, Percent of GDP, Percent","BFD_BP6_GDP_PT","Indicator Concept","Direct investment",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending (+) / net borrowing (-) (balance from financial account), Direct investment, Percent of GDP, Percent","BFD_BP6_GDP_PT","Indicator CTS Code","BFD_BP6",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending (+) / net borrowing (-) (balance from financial account), Direct investment, Percent of GDP, Percent","BFD_BP6_GDP_PT","Indicator Definition","",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending (+) / net borrowing (-) (balance from financial account), Direct investment, Percent of GDP, Percent","BFD_BP6_GDP_PT","Indicator Dissemination Name","Net Foreign Direct Investment % of GDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending (+) / net borrowing (-) (balance from financial account), Direct investment, Percent of GDP, Percent","BFD_BP6_GDP_PT","Indicator Full Name","Balance of Payments, Financial account, Net lending (+) / net borrowing (-) (balance from financial account), Direct investment, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending (+) / net borrowing (-) (balance from financial account), Direct investment, Percent of GDP, Percent","BFD_BP6_GDP_PT","Indicator Key Indicator","Other Indicator",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending (+) / net borrowing (-) (balance from financial account), Direct investment, Percent of GDP, Percent","BFD_BP6_GDP_PT","Indicator Methodology","Balance of Payments Manual, 6th Edition",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending (+) / net borrowing (-) (balance from financial account), Direct investment, Percent of GDP, Percent","BFD_BP6_GDP_PT","Indicator Mobile","19",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending (+) / net borrowing (-) (balance from financial account), Direct investment, Percent of GDP, Percent","BFD_BP6_GDP_PT","Indicator Name","Net lending (+) / net borrowing (-) (balance from financial account), Direct investment, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending (+) / net borrowing (-) (balance from financial account), Direct investment, Percent of GDP, Percent","BFD_BP6_GDP_PT","Indicator SDMX Code","BFD_BP6_GDP_PT",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending (+) / net borrowing (-) (balance from financial account), Direct investment, Percent of GDP, Percent","BFD_BP6_GDP_PT","Indicator SDMX Name","Net lending (+) / net borrowing (-) (balance from financial account), Direct investment, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending (+) / net borrowing (-) (balance from financial account), Direct investment, Percent of GDP, Percent","BFD_BP6_GDP_PT","Indicator Short Name","Net lending (+) / net borrowing (-) (balance from financial account), Direct investment, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending (+) / net borrowing (-) (balance from financial account), Direct investment, Percent of GDP, Percent","BFD_BP6_GDP_PT","Indicator Sort Order","21",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending (+) / net borrowing (-) (balance from financial account), Direct investment, Percent of GDP, Percent","BFD_BP6_GDP_PT","Indicator Source Code","BFD_BP6|PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending (+) / net borrowing (-) (balance from financial account), Direct investment, Percent of GDP, Percent","BFD_BP6_GDP_PT","Indicator Source Code - Collection","BFD_BP6|PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending (+) / net borrowing (-) (balance from financial account), Direct investment, Percent of GDP, Percent","BFD_BP6_GDP_PT","Indicator Source Code - Dissemination","BFD_GDP_BP6",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending (+) / net borrowing (-) (balance from financial account), Direct investment, Percent of GDP, Percent","BFD_BP6_GDP_PT","Indicator Source Code - EDD","BFD_BP6|PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending (+) / net borrowing (-) (balance from financial account), Direct investment, Percent of GDP, Percent","BFD_BP6_GDP_PT","Indicator Topic","External Sector",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending (+) / net borrowing (-) (balance from financial account), Direct investment, Percent of GDP, Percent","BFD_BP6_GDP_PT","Indicator Unit","Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing (Gen. Govt.), Percent of GDP, Percent","GGXCNL_G01_GDP_PT","Indicator Alternate Publication Codes","E-Library Concept: GGXCNL_G01, Unit: PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing (Gen. Govt.), Percent of GDP, Percent","GGXCNL_G01_GDP_PT","Indicator Code","GGXCNL_G01_GDP_PT",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing (Gen. Govt.), Percent of GDP, Percent","GGXCNL_G01_GDP_PT","Indicator Concept","Net lending/borrowing (Gen. Govt.)",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing (Gen. Govt.), Percent of GDP, Percent","GGXCNL_G01_GDP_PT","Indicator CTS Code","GGXCNL_G01",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing (Gen. Govt.), Percent of GDP, Percent","GGXCNL_G01_GDP_PT","Indicator Definition","",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing (Gen. Govt.), Percent of GDP, Percent","GGXCNL_G01_GDP_PT","Indicator Dissemination Name","Overall Fiscal Balance % of GDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing (Gen. Govt.), Percent of GDP, Percent","GGXCNL_G01_GDP_PT","Indicator Full Name","Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing (Gen. Govt.), Percent of GDP, Percent","GGXCNL_G01_GDP_PT","Indicator Key Indicator","Key Indicator",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing (Gen. Govt.), Percent of GDP, Percent","GGXCNL_G01_GDP_PT","Indicator Methodology","Government Finance Statistics Manual 2001",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing (Gen. Govt.), Percent of GDP, Percent","GGXCNL_G01_GDP_PT","Indicator Mobile","20",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing (Gen. Govt.), Percent of GDP, Percent","GGXCNL_G01_GDP_PT","Indicator Name","Net lending/borrowing (Gen. Govt.), Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing (Gen. Govt.), Percent of GDP, Percent","GGXCNL_G01_GDP_PT","Indicator SDMX Code","GGXCNL_G01_GDP_PT",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing (Gen. Govt.), Percent of GDP, Percent","GGXCNL_G01_GDP_PT","Indicator SDMX Name","Net lending/borrowing (Gen. Govt.), Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing (Gen. Govt.), Percent of GDP, Percent","GGXCNL_G01_GDP_PT","Indicator Short Name","Net lending/borrowing (Gen. Govt.), Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing (Gen. Govt.), Percent of GDP, Percent","GGXCNL_G01_GDP_PT","Indicator Sort Order","8",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing (Gen. Govt.), Percent of GDP, Percent","GGXCNL_G01_GDP_PT","Indicator Source Code","GGXCNL_G01|PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing (Gen. Govt.), Percent of GDP, Percent","GGXCNL_G01_GDP_PT","Indicator Source Code - Collection","GGXCNL_G01|PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing (Gen. Govt.), Percent of GDP, Percent","GGXCNL_G01_GDP_PT","Indicator Source Code - Dissemination","GGXCNL_GDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing (Gen. Govt.), Percent of GDP, Percent","GGXCNL_G01_GDP_PT","Indicator Source Code - EDD","GGXCNL_G01|PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing (Gen. Govt.), Percent of GDP, Percent","GGXCNL_G01_GDP_PT","Indicator Topic","Fiscal Sector",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing (Gen. Govt.), Percent of GDP, Percent","GGXCNL_G01_GDP_PT","Indicator Unit","Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing excluding Grants (Gen. Govt.), Percent of GDP, Percent","GGXCNLXG_G01_GDP_PT","Indicator Alternate Publication Codes","E-Library Concept: GGXCNLXG_G01, Unit: PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing excluding Grants (Gen. Govt.), Percent of GDP, Percent","GGXCNLXG_G01_GDP_PT","Indicator Code","GGXCNLXG_G01_GDP_PT",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing excluding Grants (Gen. Govt.), Percent of GDP, Percent","GGXCNLXG_G01_GDP_PT","Indicator Concept","Net lending/borrowing excluding Grants (Gen. Govt.)",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing excluding Grants (Gen. Govt.), Percent of GDP, Percent","GGXCNLXG_G01_GDP_PT","Indicator CTS Code","GGXCNLXG_G01",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing excluding Grants (Gen. Govt.), Percent of GDP, Percent","GGXCNLXG_G01_GDP_PT","Indicator Definition","",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing excluding Grants (Gen. Govt.), Percent of GDP, Percent","GGXCNLXG_G01_GDP_PT","Indicator Dissemination Name","Overall Fiscal Balance (excluding grants) % of GDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing excluding Grants (Gen. Govt.), Percent of GDP, Percent","GGXCNLXG_G01_GDP_PT","Indicator Full Name","Fiscal, General Government, Net lending/borrowing, Excluding Grants, 2001 Manual, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing excluding Grants (Gen. Govt.), Percent of GDP, Percent","GGXCNLXG_G01_GDP_PT","Indicator Key Indicator","Other Indicator",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing excluding Grants (Gen. Govt.), Percent of GDP, Percent","GGXCNLXG_G01_GDP_PT","Indicator Methodology","Government Finance Statistics Manual 2001",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing excluding Grants (Gen. Govt.), Percent of GDP, Percent","GGXCNLXG_G01_GDP_PT","Indicator Mobile","21",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing excluding Grants (Gen. Govt.), Percent of GDP, Percent","GGXCNLXG_G01_GDP_PT","Indicator Name","Net lending/borrowing excluding Grants (Gen. Govt.), Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing excluding Grants (Gen. Govt.), Percent of GDP, Percent","GGXCNLXG_G01_GDP_PT","Indicator SDMX Code","GGXCNLXG_G01_GDP_PT",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing excluding Grants (Gen. Govt.), Percent of GDP, Percent","GGXCNLXG_G01_GDP_PT","Indicator SDMX Name","Net lending/borrowing excluding Grants (Gen. Govt.), Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing excluding Grants (Gen. Govt.), Percent of GDP, Percent","GGXCNLXG_G01_GDP_PT","Indicator Short Name","Net lending/borrowing excluding Grants (Gen. Govt.), Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing excluding Grants (Gen. Govt.), Percent of GDP, Percent","GGXCNLXG_G01_GDP_PT","Indicator Sort Order","9",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing excluding Grants (Gen. Govt.), Percent of GDP, Percent","GGXCNLXG_G01_GDP_PT","Indicator Source Code","GGXCNLXG_G01|PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing excluding Grants (Gen. Govt.), Percent of GDP, Percent","GGXCNLXG_G01_GDP_PT","Indicator Source Code - Collection","GGXCNLXG_G01|PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing excluding Grants (Gen. Govt.), Percent of GDP, Percent","GGXCNLXG_G01_GDP_PT","Indicator Source Code - Dissemination","GGXCNLXG_GDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing excluding Grants (Gen. Govt.), Percent of GDP, Percent","GGXCNLXG_G01_GDP_PT","Indicator Source Code - EDD","GGXCNLXG_G01|PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing excluding Grants (Gen. Govt.), Percent of GDP, Percent","GGXCNLXG_G01_GDP_PT","Indicator Topic","Fiscal Sector",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Net lending/borrowing excluding Grants (Gen. Govt.), Percent of GDP, Percent","GGXCNLXG_G01_GDP_PT","Indicator Unit","Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Non-Oil GDP, Real, Percent change, Previous period, Percent","NGDPXO_R_PC_PP_PT","Indicator Alternate Publication Codes","E-Library Concept: NGDPXO_R, Unit: PCOPP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Non-Oil GDP, Real, Percent change, Previous period, Percent","NGDPXO_R_PC_PP_PT","Indicator Code","NGDPXO_R_PC_PP_PT",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Non-Oil GDP, Real, Percent change, Previous period, Percent","NGDPXO_R_PC_PP_PT","Indicator Concept","Non-Oil GDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Non-Oil GDP, Real, Percent change, Previous period, Percent","NGDPXO_R_PC_PP_PT","Indicator CTS Code","NGDPXO_R",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Non-Oil GDP, Real, Percent change, Previous period, Percent","NGDPXO_R_PC_PP_PT","Indicator Definition","",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Non-Oil GDP, Real, Percent change, Previous period, Percent","NGDPXO_R_PC_PP_PT","Indicator Dissemination Name","Real Non-Oil GDP  % Change",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Non-Oil GDP, Real, Percent change, Previous period, Percent","NGDPXO_R_PC_PP_PT","Indicator Full Name","National Accounts, Non-Oil GDP, Real, Percentage change, previous period, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Non-Oil GDP, Real, Percent change, Previous period, Percent","NGDPXO_R_PC_PP_PT","Indicator Key Indicator","Other Indicator",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Non-Oil GDP, Real, Percent change, Previous period, Percent","NGDPXO_R_PC_PP_PT","Indicator Mobile","22",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Non-Oil GDP, Real, Percent change, Previous period, Percent","NGDPXO_R_PC_PP_PT","Indicator Name","Non-Oil GDP, Real, Percent change, Previous period, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Non-Oil GDP, Real, Percent change, Previous period, Percent","NGDPXO_R_PC_PP_PT","Indicator SDMX Code","NGDPXO_R_PC_PP_PT",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Non-Oil GDP, Real, Percent change, Previous period, Percent","NGDPXO_R_PC_PP_PT","Indicator SDMX Name","Non-Oil GDP, Real, Percent change, Previous period, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Non-Oil GDP, Real, Percent change, Previous period, Percent","NGDPXO_R_PC_PP_PT","Indicator Short Name","Non-Oil GDP, Real, Percent change, Previous period, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Non-Oil GDP, Real, Percent change, Previous period, Percent","NGDPXO_R_PC_PP_PT","Indicator Sort Order","2",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Non-Oil GDP, Real, Percent change, Previous period, Percent","NGDPXO_R_PC_PP_PT","Indicator Source Code","NGDPXO_R|PCOPP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Non-Oil GDP, Real, Percent change, Previous period, Percent","NGDPXO_R_PC_PP_PT","Indicator Source Code - Collection","NGDPXO_R|PCOPP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Non-Oil GDP, Real, Percent change, Previous period, Percent","NGDPXO_R_PC_PP_PT","Indicator Source Code - Dissemination","NGDPXO_RPCH",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Non-Oil GDP, Real, Percent change, Previous period, Percent","NGDPXO_R_PC_PP_PT","Indicator Source Code - EDD","NGDPXO_R|PCOPP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Non-Oil GDP, Real, Percent change, Previous period, Percent","NGDPXO_R_PC_PP_PT","Indicator Topic","Real Sector",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Non-Oil GDP, Real, Percent change, Previous period, Percent","NGDPXO_R_PC_PP_PT","Indicator Unit","Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Official Debt, Debtor, Percent of GDP, Percent","D_G_GDP_PT","Indicator Alternate Publication Codes","E-Library Concept: DG, Unit: PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Official Debt, Debtor, Percent of GDP, Percent","D_G_GDP_PT","Indicator Code","D_G_GDP_PT",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Official Debt, Debtor, Percent of GDP, Percent","D_G_GDP_PT","Indicator Concept","Official Debt, Debtor",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Official Debt, Debtor, Percent of GDP, Percent","D_G_GDP_PT","Indicator CTS Code","DG",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Official Debt, Debtor, Percent of GDP, Percent","D_G_GDP_PT","Indicator Definition","",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Official Debt, Debtor, Percent of GDP, Percent","D_G_GDP_PT","Indicator Dissemination Name","External Debt, Official Debt, Debtor % of GDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Official Debt, Debtor, Percent of GDP, Percent","D_G_GDP_PT","Indicator Full Name","Gross External Debt Position, Official Debt, Debtor, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Official Debt, Debtor, Percent of GDP, Percent","D_G_GDP_PT","Indicator Key Indicator","Other Indicator",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Official Debt, Debtor, Percent of GDP, Percent","D_G_GDP_PT","Indicator Mobile","23",""
